kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,5.649855149136338,5.649855149136338,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,1.3217928822114148e-08,29312506.799396444,5.649855149136338,5.649778809931761,0.9999864882899541,2.6449418231020476e-06,5.864401965044095e-07,3.2313837211044216e-06,5.916336872609848e-07,5.265539816622765e-07,1.0000005265542589
0.1,1.3217928822114164e-07,2931217.0541367456,5.649855149136338,5.649091987472926,0.9998649236762241,2.6446202874264904e-05,5.864401965044103e-06,3.2310774973488533e-05,5.9163545173010295e-06,5.265555520397916e-06,1.0000052655832465
0.5,6.608964411057081e-07,586213.5212247728,5.649855149136338,5.646044449186862,0.999325522540156,0.0001321596791762533,2.932200982522051e-05,0.00016148594062386903,2.9582165459176744e-05,2.63281272586673e-05,1.0000263288204472
1,1.3217928822114163e-06,293088.0796107762,5.649855149136338,5.642246468796326,0.9986532963873995,0.00026414155604349246,5.864401965044102e-05,0.00032280257355159095,5.9165316617348144e-05,5.265713178943985e-05,1.000052659904709
10,1.321792882211416e-05,29275.182158179392,5.649855149136338,5.575964855399605,0.9869217366133666,0.002610385848073886,0.0005864401965044101,0.0031985108121521592,0.0005918370720560082,0.0005267349941298473,1.0005270125901033
25,3.3044822055285386e-05,11687.655661339599,5.649855149136338,5.473407929992744,0.9687696030276872,0.006405934655126381,0.0014661004912610246,0.007882420834478382,0.0014804224116945705,0.0013175759464081678,1.0013193142431207
50,6.60896441105708e-05,5825.146829059665,5.649855149136338,5.320635664667092,0.9417295707980105,0.012454267917734943,0.0029322009825220505,0.015427164039511308,0.002963919710034667,0.0026378885419308536,1.0026448654020699
75,9.913446616585612e-05,3870.9772182996867,5.649855149136338,5.185873849185219,0.9178773105321036,0.018208236677685338,0.004398301473783072,0.0226964474132396,0.004450989205500606,0.0039613803928955395,1.0039771353388467
100,0.00013217928822114154,2893.8924129196967,5.649855149136338,5.065268111300744,0.8965306149618799,0.023713033595675014,0.0058644019650440984,0.02973468478630645,0.005942034509584059,0.005288410713529812,1.0053165266902373
150,0.00019826893233171238,1916.8076075397087,5.649855149136338,4.856299266814163,0.8595440305326267,0.034102120105260564,0.008796602947566151,0.043242686557081744,0.008937369026954488,0.007954258433989494,1.0080180359641815
250,0.0003304482205528539,1135.139763235718,5.649855149136338,4.525393266761169,0.8009750953443365,0.05296402885808548,0.01466100491261025,0.06853931860091216,0.014988277488831145,0.01333956696505972,1.013519916800583
500,0.0006608964411057079,548.8888800077247,5.649855149136338,3.9618536385304814,0.7012310110527539,0.09273701447512832,0.0293220098252205,0.1254691490389912,0.030538190936040554,0.027178989933076093,1.0279383253978103
750,0.0009913446616585618,353.4719189317269,5.649855149136338,3.5796469628829914,0.6335820774856843,0.12568577836302688,0.04398301473783075,0.17704472815131678,0.04681058599690568,0.04166142153724606,1.0434725497580135
1000,0.0013217928822114164,255.76343839372808,5.649855149136338,3.2890980245484043,0.5821561682074612,0.15397900020647862,0.058644019650441026,0.22545178078892647,0.06393534828338944,0.0569024599722166,1.0603357103132092
2000,0.0026435857644228336,109.20071758672981,5.649855149136338,2.5339542267319235,0.4484989720699787,0.23725394347572462,0.1172880393008821,0.4065204183097746,0.14366495241972688,0.12786180765355692,1.146607279414689
3000,0.0039653786466342465,60.346477317730354,5.649855149136338,2.0548119906499185,0.3636928622787836,0.28858783797664406,0.17593205895132297,0.5975176988345123,0.25009423615525717,0.22258387017817888,1.2863123900313127
4000,0.005287171528845659,35.91935718323065,5.649855149136338,1.6878066571758241,0.2987345007303116,0.31605842048377936,0.23457607860176385,0.858905778899476,0.4032715031372204,0.35891163779212615,1.5598473766643555
4499,0.005946746177069157,27.791462352969248,5.649855149136338,1.5268145965185034,0.2702396001695546,0.32157847760914554,0.263839444407334,1.0709220680037896,0.5093837289272349,0.4533515187452391,1.8293291471415583
